marque,modele,annee,kilometrage,carburant,transmission,puissance_cv,nb_portes,couleur,nb_proprietaires,prix
Mercedes,GLC,2020,34301,Electrique,Automatique,247,5,Bleu,1,50800
BMW,X3,2022,31797,Diesel,Manuelle,107,5,Vert,1,36800
BMW,X1,2024,100,Electrique,Automatique,192,5,Vert,2,48500
Peugeot,5008,2019,91376,Essence,Automatique,93,5,Blanc,4,18300
Volkswagen,Polo,2018,86031,Diesel,Manuelle,152,5,Bleu,2,11200
Renault,Megane,2018,154313,Diesel,Manuelle,104,5,Noir,1,10500
Citroen,C5 Aircross,2023,8664,Hybride,Manuelle,121,3,Vert,1,28900
BMW,X3,2018,91952,Hybride,Automatique,212,3,Vert,2,32600
Audi,A1,2024,2662,Essence,Automatique,171,5,Rouge,1,25600
Mercedes,Classe A,2022,17205,Electrique,Manuelle,175,5,Vert,3,30300
Peugeot,3008,2021,15846,Diesel,Automatique,117,5,Blanc,1,25900
BMW,X3,2015,140026,Electrique,Automatique,70,5,Argent,1,22300
Toyota,Corolla,2015,154108,Essence,Manuelle,72,5,Blanc,3,8400
Renault,Kadjar,2021,44057,Electrique,Manuelle,103,5,Vert,3,21800
BMW,X3,2022,18444,Hybride,Automatique,147,3,Vert,1,55500
Mercedes,Classe A,2020,81472,Diesel,Manuelle,262,5,Bleu,1,24800
Audi,Q5,2021,17952,Diesel,Automatique,252,5,Bleu,1,41300
Toyota,C-HR,2017,68118,Hybride,Manuelle,91,5,Argent,3,12000
Audi,A1,2020,79382,Essence,Manuelle,211,5,Noir,2,17100
Toyota,C-HR,2020,103737,Hybride,Manuelle,108,5,Rouge,3,15900
Mercedes,GLA,2023,13902,Essence,Automatique,302,5,Bleu,2,38900
Volkswagen,T-Roc,2021,38878,Electrique,Automatique,154,5,Gris,2,24000
Toyota,Corolla,2022,33793,Essence,Manuelle,124,5,Gris,1,18600
Renault,Kadjar,2019,76170,Essence,Manuelle,118,5,Bleu,1,14300
Volkswagen,Golf,2018,91311,Hybride,Manuelle,154,5,Bleu,2,15700
Audi,A3,2019,60160,Essence,Manuelle,246,5,Vert,2,19400
Mercedes,Classe A,2016,141480,Hybride,Manuelle,149,5,Rouge,4,15000
Citroen,C3,2017,154955,Essence,Automatique,76,3,Gris,1,6800
Peugeot,2008,2015,132558,Diesel,Automatique,109,5,Vert,3,8200
Mercedes,GLC,2019,106644,Diesel,Manuelle,153,5,Bleu,1,25800
Mercedes,Classe A,2023,10610,Diesel,Manuelle,192,5,Noir,1,34300
Audi,Q3,2018,93807,Hybride,Automatique,188,5,Noir,3,25200
Citroen,C5 Aircross,2017,81390,Electrique,Automatique,131,5,Blanc,3,16800
Mercedes,GLC,2017,65893,Essence,Manuelle,116,3,Blanc,2,22200
Volkswagen,T-Roc,2022,40570,Hybride,Automatique,109,5,Gris,4,19900
Volkswagen,Golf,2022,35728,Essence,Automatique,102,5,Blanc,2,21100
Peugeot,2008,2022,39947,Hybride,Manuelle,84,5,Vert,3,13900
Renault,Captur,2015,126845,Essence,Manuelle,135,5,Blanc,1,6900
Mercedes,Classe A,2017,121580,Hybride,Manuelle,178,5,Gris,1,19200
Mercedes,GLA,2017,107642,Diesel,Manuelle,239,5,Blanc,2,23300
BMW,Serie 3,2024,100,Essence,Automatique,234,5,Noir,2,46400
Volkswagen,T-Roc,2015,81924,Essence,Manuelle,161,5,Gris,2,12100
Audi,A4,2021,24289,Essence,Automatique,185,3,Argent,3,29600
Peugeot,2008,2016,147611,Hybride,Automatique,109,5,Gris,1,10000
Toyota,RAV4,2019,125019,Hybride,Manuelle,113,5,Noir,2,19000
BMW,Serie 1,2015,81198,Essence,Manuelle,213,5,Bleu,2,12100
Toyota,Yaris,2018,78534,Essence,Automatique,99,5,Rouge,1,10000
Volkswagen,Passat,2024,1967,Essence,Manuelle,70,5,Argent,1,29700
Peugeot,3008,2023,21468,Essence,Manuelle,171,5,Vert,1,26500
BMW,X3,2024,100,Essence,Automatique,72,5,Noir,1,47800
Renault,Captur,2016,81640,Electrique,Manuelle,70,5,Vert,2,11300
Audi,A3,2015,141727,Electrique,Automatique,160,5,Blanc,2,14900
BMW,Serie 1,2018,70797,Essence,Manuelle,147,5,Rouge,2,15900
Citroen,C4,2024,100,Essence,Automatique,142,5,Gris,3,22700
Citroen,C3 Aircross,2018,59269,Diesel,Manuelle,115,5,Argent,1,13200
Audi,Q5,2016,110216,Hybride,Automatique,197,5,Noir,3,22200
Toyota,C-HR,2019,89884,Essence,Automatique,109,5,Noir,1,15700
Volkswagen,Polo,2022,33247,Diesel,Manuelle,100,3,Blanc,1,14400
Renault,Clio,2019,125218,Electrique,Automatique,123,5,Argent,2,9900
BMW,X1,2016,79209,Electrique,Manuelle,165,3,Rouge,2,20800
Peugeot,308,2015,152695,Diesel,Manuelle,97,5,Rouge,1,8000
Audi,A4,2021,41672,Diesel,Manuelle,233,3,Vert,3,30700
Volkswagen,Tiguan,2024,100,Hybride,Manuelle,232,5,Gris,2,40500
Citroen,C5 Aircross,2023,19747,Hybride,Manuelle,129,5,Rouge,3,27300
Audi,A3,2018,76776,Hybride,Manuelle,144,5,Gris,1,19400
Renault,Clio,2019,70491,Essence,Automatique,90,5,Bleu,3,10900
Audi,A1,2023,10607,Diesel,Manuelle,180,5,Argent,1,25600
Volkswagen,Tiguan,2023,26925,Essence,Automatique,70,5,Vert,3,26300
Mercedes,Classe C,2023,14413,Electrique,Automatique,99,5,Rouge,3,40600
Peugeot,5008,2023,8242,Essence,Automatique,73,5,Blanc,2,29000
Toyota,Yaris,2023,16322,Diesel,Automatique,124,5,Gris,1,18400
Volkswagen,Polo,2024,100,Essence,Manuelle,161,5,Rouge,1,20000
Toyota,Corolla,2019,65160,Diesel,Automatique,131,3,Noir,1,14800
Mercedes,GLC,2021,35356,Essence,Automatique,188,5,Blanc,2,40200
Volkswagen,Golf,2018,61083,Essence,Manuelle,184,5,Argent,2,15000
Renault,Clio,2023,8728,Diesel,Manuelle,86,5,Bleu,1,15800
Volkswagen,Passat,2021,46722,Hybride,Manuelle,183,5,Rouge,1,29500
Volkswagen,Passat,2022,34934,Essence,Automatique,116,5,Vert,3,25700
Volkswagen,T-Roc,2021,28573,Hybride,Manuelle,217,5,Blanc,2,23700
BMW,Serie 3,2017,105291,Electrique,Manuelle,79,5,Bleu,1,20300
Audi,Q5,2020,25580,Electrique,Manuelle,133,5,Blanc,2,36100
Citroen,C3,2023,10684,Essence,Automatique,86,5,Gris,1,12800
Renault,Clio,2019,81877,Diesel,Automatique,70,5,Rouge,2,10800
Toyota,Yaris,2019,95734,Essence,Manuelle,70,5,Blanc,2,9700
Renault,Kadjar,2015,184142,Essence,Automatique,118,5,Gris,1,9100
Toyota,Corolla,2016,129451,Diesel,Automatique,73,5,Blanc,1,8500
Peugeot,308,2018,126769,Essence,Automatique,76,5,Noir,2,11900
Volkswagen,Tiguan,2016,97621,Essence,Manuelle,213,5,Bleu,2,15200
BMW,X1,2020,48902,Essence,Manuelle,240,5,Rouge,3,24000
Toyota,Yaris,2018,77056,Diesel,Manuelle,112,5,Blanc,3,8500
Volkswagen,T-Roc,2018,63557,Essence,Manuelle,168,3,Argent,1,13900
Toyota,RAV4,2022,16279,Diesel,Automatique,82,5,Argent,2,27500
Renault,Clio,2021,43099,Diesel,Automatique,79,5,Rouge,4,11700
Citroen,C3 Aircross,2019,108562,Essence,Manuelle,70,5,Vert,2,9600
Citroen,C5 Aircross,2022,16468,Essence,Automatique,70,5,Gris,1,23800
Renault,Captur,2015,148809,Hybride,Manuelle,120,5,Vert,3,8300
Renault,Captur,2017,41289,Hybride,Automatique,88,5,Gris,2,12500
BMW,X3,2019,61716,Diesel,Manuelle,184,5,Blanc,1,32100
Renault,Scenic,2017,133428,Diesel,Manuelle,117,5,Blanc,2,13600
Peugeot,3008,2018,105755,Hybride,Automatique,153,5,Blanc,1,19400
Citroen,C3 Aircross,2024,100,Essence,Automatique,70,5,Gris,1,18600
Mercedes,GLC,2021,22359,Diesel,Automatique,83,5,Gris,2,36800
Audi,A4,2021,24618,Diesel,Automatique,221,5,Argent,3,35300
Peugeot,5008,2023,21337,Diesel,Automatique,114,5,Gris,1,30400
Citroen,C3,2018,85571,Diesel,Automatique,126,5,Vert,1,9200
Renault,Megane,2020,50243,Essence,Manuelle,152,5,Bleu,2,14400
Toyota,C-HR,2015,140998,Diesel,Manuelle,149,5,Argent,4,8300
Audi,A3,2019,59064,Essence,Manuelle,149,5,Gris,1,19100
BMW,Serie 3,2023,22113,Essence,Automatique,70,3,Rouge,2,28100
Citroen,C3,2021,39597,Diesel,Automatique,130,5,Gris,3,10300
Volkswagen,T-Roc,2019,103689,Essence,Automatique,158,5,Blanc,1,17300
Renault,Captur,2015,126969,Electrique,Automatique,93,5,Rouge,3,8500
Peugeot,3008,2018,99774,Essence,Manuelle,111,5,Rouge,2,13700
Toyota,RAV4,2022,42895,Electrique,Automatique,100,5,Argent,2,30500
Audi,A1,2015,168933,Essence,Manuelle,180,5,Vert,1,11000
BMW,Serie 1,2017,55051,Hybride,Manuelle,228,5,Gris,3,19400
Citroen,C3,2021,38774,Diesel,Manuelle,156,5,Blanc,1,13400
Toyota,RAV4,2017,93888,Electrique,Automatique,70,5,Noir,2,16700
Audi,Q5,2017,95343,Essence,Manuelle,210,5,Rouge,3,23900
Renault,Kadjar,2024,100,Hybride,Automatique,72,5,Noir,3,23000
Renault,Kadjar,2022,19797,Essence,Automatique,102,5,Argent,3,19500
Citroen,C3,2022,37610,Essence,Manuelle,127,5,Rouge,1,10800
Toyota,Yaris,2018,107355,Electrique,Manuelle,136,5,Rouge,1,12400
Audi,Q3,2023,19068,Hybride,Manuelle,128,5,Gris,1,33800
Mercedes,Classe C,2019,81581,Hybride,Automatique,152,5,Vert,3,30100
Peugeot,208,2019,76591,Hybride,Automatique,113,5,Rouge,1,11800
Volkswagen,Golf,2021,47773,Hybride,Automatique,155,5,Blanc,2,26400
Audi,A3,2022,25401,Hybride,Manuelle,185,5,Rouge,2,25200
Citroen,C4,2017,132515,Diesel,Automatique,159,5,Argent,1,12200
Volkswagen,T-Roc,2020,66712,Hybride,Manuelle,174,5,Argent,3,20400
Citroen,C3 Aircross,2020,62371,Essence,Automatique,83,5,Blanc,2,10500
Audi,Q5,2019,31615,Hybride,Manuelle,153,5,Gris,2,30500
Renault,Kadjar,2020,51764,Hybride,Automatique,134,5,Rouge,4,18700
Volkswagen,Tiguan,2015,122943,Essence,Automatique,163,5,Vert,1,12100
Renault,Captur,2024,100,Hybride,Automatique,132,3,Argent,1,22600
Citroen,C4,2024,1284,Electrique,Automatique,98,5,Vert,2,31100
Toyota,Corolla,2015,184546,Hybride,Automatique,70,5,Argent,3,7600
Toyota,RAV4,2020,38263,Electrique,Manuelle,110,5,Bleu,3,24500
Citroen,C3 Aircross,2015,138569,Essence,Manuelle,70,5,Argent,1,7200
Toyota,Yaris,2018,89089,Hybride,Manuelle,115,5,Argent,2,10700
Citroen,C3,2018,82359,Essence,Manuelle,110,5,Rouge,2,7800
BMW,X1,2020,59978,Essence,Manuelle,117,5,Blanc,1,20100
Peugeot,3008,2015,149499,Diesel,Manuelle,123,5,Vert,1,11900
Toyota,RAV4,2016,89261,Diesel,Manuelle,122,5,Gris,1,14800
Mercedes,GLA,2021,47363,Hybride,Automatique,192,3,Rouge,2,34400
Citroen,C4,2024,5894,Hybride,Automatique,146,5,Bleu,2,27300
Citroen,C3 Aircross,2023,12608,Essence,Automatique,145,5,Vert,3,19400
BMW,X1,2020,37462,Diesel,Automatique,217,5,Argent,1,27800
Peugeot,208,2019,116513,Hybride,Manuelle,95,5,Rouge,1,8500
Audi,A4,2022,39770,Essence,Automatique,131,5,Vert,1,28300
Toyota,Corolla,2015,230699,Hybride,Manuelle,117,5,Vert,1,9300
Renault,Captur,2020,50909,Hybride,Automatique,169,5,Gris,4,15400
Peugeot,208,2020,64676,Diesel,Manuelle,129,5,Rouge,2,11400
Toyota,Corolla,2019,77406,Diesel,Manuelle,123,5,Vert,2,15500
Toyota,RAV4,2017,145744,Diesel,Manuelle,152,3,Rouge,2,14900
Renault,Megane,2017,53621,Electrique,Manuelle,109,5,Vert,3,12600
Renault,Megane,2022,38185,Diesel,Automatique,122,5,Blanc,2,21300
Peugeot,308,2022,25829,Hybride,Automatique,110,5,Noir,2,21400
Audi,Q3,2018,105233,Essence,Manuelle,180,5,Rouge,1,17400
Renault,Captur,2024,1654,Essence,Automatique,97,3,Blanc,2,19200
Citroen,C3,2019,88347,Diesel,Manuelle,161,5,Gris,1,7700
Citroen,C4,2015,101906,Diesel,Automatique,160,5,Bleu,3,9400
BMW,Serie 3,2016,127850,Hybride,Manuelle,79,5,Bleu,1,19300
BMW,X1,2015,155015,Essence,Automatique,156,5,Gris,3,12300
Peugeot,5008,2020,68180,Hybride,Automatique,131,3,Blanc,2,24700
BMW,Serie 3,2022,51126,Diesel,Manuelle,212,5,Gris,3,29100
Audi,A1,2024,100,Essence,Automatique,243,5,Noir,1,37200
Peugeot,5008,2016,100501,Hybride,Manuelle,136,3,Rouge,1,16700
Toyota,RAV4,2022,33478,Electrique,Automatique,97,5,Argent,2,35700
Toyota,Yaris,2023,16475,Electrique,Automatique,110,5,Blanc,4,16800
Volkswagen,Polo,2021,67895,Diesel,Automatique,77,5,Bleu,2,12700
Audi,Q5,2022,45407,Essence,Automatique,176,5,Noir,1,38700
BMW,Serie 3,2018,55099,Diesel,Manuelle,237,5,Noir,2,23300
Volkswagen,Tiguan,2020,55304,Hybride,Manuelle,209,5,Rouge,3,25400
Audi,Q5,2017,137336,Diesel,Manuelle,176,5,Rouge,2,18800
Toyota,Corolla,2015,244947,Essence,Automatique,97,5,Blanc,2,7000
Renault,Clio,2023,16582,Essence,Automatique,117,3,Rouge,1,15000
Citroen,C3,2023,22059,Hybride,Manuelle,99,5,Argent,1,14200
Volkswagen,Golf,2020,71327,Essence,Automatique,97,3,Vert,1,18100
Peugeot,5008,2023,14580,Electrique,Automatique,152,5,Argent,2,35000
Volkswagen,Tiguan,2016,92390,Diesel,Automatique,145,5,Blanc,3,17200
BMW,X1,2016,82534,Hybride,Automatique,209,5,Noir,3,20300
Audi,Q3,2015,114617,Electrique,Automatique,172,5,Bleu,2,16500
BMW,Serie 1,2020,66667,Electrique,Manuelle,219,5,Argent,1,28000
Renault,Kadjar,2019,65472,Essence,Automatique,103,5,Gris,3,15800
Mercedes,Classe C,2022,10304,Diesel,Manuelle,111,5,Gris,3,37000
BMW,Serie 1,2016,85171,Electrique,Automatique,208,5,Gris,1,18100
Toyota,C-HR,2016,98132,Essence,Automatique,93,5,Blanc,3,11000
BMW,X1,2020,40103,Hybride,Manuelle,194,5,Vert,3,24500
Citroen,C4,2017,84535,Essence,Manuelle,104,5,Rouge,3,9500
Audi,Q3,2018,103467,Essence,Manuelle,150,5,Bleu,2,16100
Volkswagen,Passat,2020,65382,Diesel,Manuelle,156,5,Rouge,1,21100
Citroen,C3,2023,14470,Hybride,Manuelle,82,5,Bleu,1,14000
Renault,Clio,2019,63819,Essence,Manuelle,87,5,Bleu,2,8700
Mercedes,Classe A,2021,53993,Essence,Manuelle,170,5,Noir,3,24600
Audi,A3,2022,49422,Essence,Manuelle,187,5,Bleu,2,24500
Citroen,C3 Aircross,2023,16369,Essence,Manuelle,88,5,Gris,3,15900
Volkswagen,Passat,2022,34749,Hybride,Manuelle,190,5,Rouge,1,36300
Volkswagen,Passat,2017,76889,Essence,Manuelle,141,5,Bleu,2,17900
Mercedes,Classe C,2018,76116,Diesel,Manuelle,129,5,Blanc,3,20500
Mercedes,GLA,2018,141247,Diesel,Manuelle,231,5,Bleu,3,21700
Volkswagen,Passat,2016,171460,Essence,Manuelle,115,5,Vert,1,12800
Mercedes,GLC,2017,83389,Essence,Automatique,114,5,Bleu,3,22700
Peugeot,308,2021,39280,Hybride,Automatique,70,5,Argent,1,19300
Peugeot,3008,2019,99049,Essence,Manuelle,107,5,Rouge,1,16800
Volkswagen,Passat,2017,99475,Diesel,Manuelle,145,3,Vert,1,18200
Citroen,C3,2019,74370,Hybride,Manuelle,116,5,Rouge,1,8600
Audi,A1,2015,209676,Essence,Manuelle,153,5,Noir,2,7900
Renault,Kadjar,2016,112470,Essence,Manuelle,117,5,Argent,2,9400
Peugeot,2008,2022,24980,Essence,Manuelle,132,3,Rouge,2,16200
Volkswagen,Golf,2016,98168,Diesel,Manuelle,130,5,Blanc,2,12300
Peugeot,208,2015,151674,Electrique,Automatique,70,3,Noir,2,9000
Volkswagen,Passat,2018,77737,Diesel,Manuelle,163,5,Rouge,1,19500
Volkswagen,Golf,2023,11544,Essence,Automatique,128,5,Rouge,2,23000
